Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Catch Rate,Height,Weight,BMI
444.0,Gabite,Dragon,Ground,"['Rough Skin', 'Sand Veil']",68.0,90.0,65.0,50.0,55.0,82.0,410.0,68.3333333333333,14.0317101198995,4.0,Slow,45.0,1.4,56.0,28.6
445.0,Garchomp,Dragon,Ground,"['Rough Skin', 'Sand Veil']",108.0,130.0,95.0,80.0,85.0,102.0,600.0,100.0,16.4215305823381,4.0,Slow,45.0,1.9,95.0,26.3
445.0,Mega Garchomp,Dragon,Ground,['Sand Force'],108.0,170.0,115.0,120.0,95.0,92.0,700.0,116.666666666667,25.8564412778626,6.0,Slow,45.0,1.9,95.0,26.3
446.0,Munchlax,Normal,,"['Gluttony', 'Pickup', 'Thick Fat']",135.0,85.0,40.0,40.0,85.0,5.0,390.0,65.0,41.9324854180304,4.0,Slow,50.0,0.6,105.0,291.7
447.0,Riolu,Fighting,,"['Inner Focus', 'Prankster', 'Steadfast']",40.0,70.0,-317.6241239463601,35.0,40.0,60.0,285.0,47.5,12.8290035986172,4.0,Medium Slow,75.0,0.7,20.2,41.2
448.0,Lucario,Fighting,Steel,"['Inner Focus', 'Justified', 'Steadfast']",70.0,110.0,70.0,115.0,70.0,90.0,525.0,87.5,19.0940653956493,-4.0,Medium Slow,45.0,1.2,54.0,37.5
448.0,Mega Lucario,Fighting,Steel,['Adaptability'],70.0,145.0,88.0,140.0,70.0,112.0,625.0,104.166666666667,30.5745900308664,6.0,Medium Slow,45.0,1.3,57.5,34.0
449.0,Hippopotas,Ground,,"['Sand Force', 'Sand Stream']",68.0,72.0,78.0,38.0,42.0,32.0,330.0,55.0,18.1383571472171,4.0,Slow,140.0,0.8,49.5,77.3
450.0,Hippowdon,Ground,,"['Sand Force', 'Sand Stream']",108.0,112.0,118.0,68.0,72.0,47.0,525.0,87.5,26.4937099453185,4.0,Slow,60.0,2.0,-300.0,75.0
451.0,Skorupi,Poison,Bug,"['Battle Armor', 'Keen Eye', 'Sniper']",40.0,50.0,90.0,30.0,55.0,65.0,330.0,55.0,19.1485421551268,4.0,Slow,120.0,0.8,12.0,18.8
452.0,Drapion,Poison,Dark,"['Battle Armor', 'Keen Eye', 'Sniper']",70.0,90.0,110.0,60.0,75.0,95.0,500.0,83.3333333333333,16.7497927018682,4.0,Slow,45.0,1.3,61.5,36.4
453.0,Croagunk,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48.0,61.0,40.0,61.0,40.0,50.0,300.0,50.0,8.62167810425171,4.0,Medium Fast,140.0,0.7,23.0,46.9
454.0,Toxicroak,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83.0,106.0,65.0,86.0,65.0,85.0,490.0,81.6666666666667,14.0198272298754,4.0,Medium Fast,75.0,1.3,44.4,26.3
455.0,Carnivine,Grass,,['Levitate'],74.0,100.0,72.0,90.0,72.0,46.0,454.0,75.6666666666667,16.86877457184,4.0,Slow,200.0,1.4,27.0,13.8
456.0,Finneon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",49.0,49.0,56.0,49.0,61.0,66.0,330.0,55.0,6.65832811847939,4.0,Erratic,190.0,0.4,7.0,43.8
457.0,Lumineon,Water,,"['Storm Drain', 'Swift Swim', 'Water Veil']",69.0,-371.38966366960835,76.0,69.0,86.0,91.0,460.0,76.6666666666667,8.84433277428107,4.0,Erratic,75.0,1.2,24.0,16.7
458.0,Mantyke,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45.0,20.0,,60.0,120.0,50.0,345.0,57.5,30.5163890393343,4.0,Slow,25.0,1.0,65.0,65.0
459.0,Snover,Grass,Ice,"['Snow Warning', 'Soundproof']",60.0,62.0,50.0,62.0,60.0,40.0,334.0,55.6666666666667,8.11719710792395,4.0,Slow,120.0,1.0,50.5,50.5
460.0,Abomasnow,Grass,Ice,"['Snow Warning', 'Soundproof']",90.0,92.0,75.0,92.0,85.0,60.0,-1345.2323292117453,82.3333333333333,11.5854314646552,4.0,Slow,60.0,2.2,135.5,28.0
460.0,Mega Abomasnow,Grass,Ice,['Snow Warning'],90.0,132.0,105.0,132.0,105.0,30.0,594.0,99.0,34.3802268753422,6.0,Slow,60.0,2.7,185.0,25.4
461.0,Weavile,Dark,Ice,"['Pickpocket', 'Pressure']",70.0,120.0,65.0,45.0,85.0,125.0,510.0,85.0,29.011491975882,4.0,Medium Slow,45.0,-7.973812583895402,34.0,28.1
462.0,Magnezone,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",70.0,70.0,115.0,130.0,90.0,60.0,-1202.8387512354211,89.1666666666667,25.5631027502966,4.0,Medium Fast,30.0,1.2,180.0,125.0
463.0,Lickilicky,Normal,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110.0,85.0,95.0,80.0,95.0,50.0,515.0,85.8333333333333,18.5779140080066,4.0,Medium Fast,30.0,1.7,140.0,48.4
464.0,Rhyperior,Ground,Rock,"['Lightning Rod', 'Reckless', 'Solid Rock']",115.0,140.0,130.0,55.0,55.0,40.0,535.0,89.1666666666667,40.1472982348197,4.0,Slow,30.0,2.4,282.8,49.1
465.0,Tangrowth,Grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100.0,100.0,125.0,110.0,50.0,50.0,535.0,89.1666666666667,28.927591596183,4.0,Medium Fast,30.0,2.0,128.6,32.2
466.0,Electivire,Electric,,"['Motor Drive', 'Vital Spirit']",75.0,123.0,67.0,95.0,85.0,95.0,540.0,90.0,17.8792244425385,4.0,Medium Fast,30.0,1.8,138.6,42.8
467.0,Magmortar,Fire,,"['Flame Body', 'Vital Spirit']",75.0,95.0,67.0,125.0,95.0,83.0,540.0,90.0,18.6100331362771,4.0,Medium Fast,30.0,1.6,68.0,26.6
468.0,Togekiss,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",85.0,50.0,95.0,120.0,115.0,80.0,545.0,90.8333333333333,-101.44871890485963,4.0,Fast,30.0,1.5,38.0,16.9
469.0,Yanmega,Bug,Flying,"['Frisk', 'Speed Boost', 'Tinted Lens']",86.0,-76.0,86.0,116.0,56.0,95.0,515.0,85.8333333333333,18.169724513291,4.0,Medium Fast,30.0,1.9,51.5,14.3
470.0,Leafeon,Grass,,"['Chlorophyll', 'Leaf Guard']",65.0,110.0,130.0,60.0,65.0,95.0,525.0,87.5,26.2599187609812,4.0,Medium Fast,45.0,1.0,25.5,25.5
471.0,Glaceon,Ice,,"['Ice Body', 'Snow Cloak']",65.0,60.0,110.0,130.0,95.0,65.0,525.0,-87.5,26.2599187609812,4.0,Medium Fast,45.0,0.8,25.9,40.5
472.0,Gliscor,Ground,Flying,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75.0,95.0,125.0,45.0,75.0,95.0,510.0,85.0,24.4948974278318,4.0,Medium Slow,30.0,2.0,42.5,10.6
473.0,Mamoswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110.0,130.0,80.0,70.0,60.0,80.0,530.0,88.3333333333333,24.0947204913349,4.0,Slow,50.0,2.5,291.0,46.6
474.0,Porygon-Z,Normal,,"['Adaptability', 'Analytic', 'Download']",85.0,80.0,70.0,135.0,75.0,90.0,535.0,89.1666666666667,21.489661597046,4.0,Medium Fast,30.0,0.9,34.0,42.0
475.0,Gallade,Psychic,Fighting,"['Justified', 'Steadfast']",68.0,125.0,65.0,65.0,115.0,80.0,518.0,86.3333333333333,24.5062350342837,4.0,Slow,45.0,1.6,52.0,20.3
475.0,Mega Gallade,Psychic,Fighting,['Inner Focus'],68.0,165.0,95.0,65.0,115.0,110.0,618.0,103.0,33.5906733087227,6.0,Slow,45.0,1.6,56.4,22.0
476.0,Probopass,Rock,Steel,"['Magnet Pull', 'Sand Force', 'Sturdy']",60.0,55.0,145.0,75.0,150.0,40.0,-525.0,87.5,43.6606229914325,4.0,Medium Fast,60.0,1.4,340.0,173.5
477.0,Dusknoir,Ghost,,"['Frisk', 'Pressure']",45.0,100.0,135.0,489.38488309814255,135.0,45.0,525.0,87.5,38.2698750106834,4.0,Fast,45.0,2.2,106.6,22.0
478.0,Froslass,Ice,Ghost,"['Cursed Body', 'Snow Cloak']",70.0,80.0,70.0,,70.0,110.0,480.0,80.0,14.142135623731,4.0,Medium Fast,75.0,1.3,26.6,15.7
479.0,Rotom,Electric,Ghost,['Levitate'],50.0,50.0,77.0,95.0,77.0,91.0,440.0,73.3333333333333,17.7826382244655,4.0,Medium Fast,45.0,0.3,0.3,3.3
479.0,Rotom-Wash,Electric,Water,['Levitate'],50.0,65.0,107.0,105.0,107.0,86.0,520.0,86.6666666666667,22.2760459288048,4.0,Medium Fast,45.0,0.3,0.3,3.3
479.0,Rotom-Heat,Electric,Fire,['Levitate'],50.0,65.0,107.0,105.0,107.0,86.0,520.0,86.6666666666667,22.2760459288048,4.0,Medium Fast,45.0,0.3,0.3,3.3
479.0,Rotom-Mow,Electric,Grass,['Levitate'],50.0,65.0,107.0,105.0,107.0,86.0,520.0,86.6666666666667,22.2760459288048,4.0,Medium Fast,45.0,0.3,0.3,3.3
479.0,Rotom-Frost,Electric,Ice,['Levitate'],50.0,65.0,107.0,105.0,107.0,86.0,520.0,86.6666666666667,22.2760459288048,4.0,Medium Fast,45.0,0.3,0.3,3.3
479.0,Rotom-Fan,Electric,Flying,['Levitate'],50.0,65.0,107.0,105.0,107.0,86.0,520.0,,22.2760459288048,4.0,Medium Fast,45.0,0.3,0.3,3.3
480.0,Uxie,Psychic,,['Levitate'],75.0,75.0,130.0,-75.0,130.0,95.0,580.0,96.6666666666667,24.6080384337223,4.0,Slow,3.0,0.3,0.3,3.3
481.0,Mesprit,Psychic,,['Levitate'],80.0,105.0,105.0,105.0,105.0,80.0,580.0,96.6666666666667,11.7851130197758,4.0,Slow,3.0,0.3,0.3,3.3
482.0,Azelf,Psychic,,['Levitate'],75.0,125.0,70.0,125.0,70.0,115.0,580.0,96.6666666666667,25.2762514801718,4.0,Slow,3.0,-0.3,0.3,3.3
483.0,Dialga,Steel,Dragon,"['Pressure', 'Telepathy']",100.0,120.0,120.0,150.0,100.0,90.0,680.0,113.333333333333,19.7202659436654,4.0,Slow,3.0,5.4,683.0,23.4
484.0,Palkia,Water,Dragon,"['Pressure', 'Telepathy']",90.0,120.0,100.0,150.0,120.0,100.0,680.0,113.333333333333,19.7202659436654,4.0,Slow,3.0,4.2,336.0,19.0
485.0,Heatran,Fire,Steel,"['Flame Body', 'Flash Fire']",91.0,90.0,106.0,130.0,106.0,77.0,600.0,100.0,16.7431578064991,4.0,Slow,3.0,1.7,430.0,148.8
486.0,Regigigas,Normal,,['Slow Start'],110.0,160.0,110.0,80.0,110.0,100.0,670.0,111.666666666667,24.0947204913349,4.0,Slow,3.0,3.7,420.0,30.7
487.0,Giratina,Ghost,Dragon,"['Pressure', 'Telepathy']",150.0,100.0,120.0,100.0,120.0,90.0,680.0,113.333333333333,19.7202659436654,4.0,Slow,3.0,4.5,750.0,37.0
487.0,Giratina-Origin,Dragon,Ghost,['Pressure'],150.0,120.0,100.0,120.0,100.0,90.0,680.0,113.333333333333,19.7202659436654,4.0,Slow,3.0,6.9,650.0,13.7
488.0,Cresselia,Psychic,,['Levitate'],120.0,70.0,120.0,75.0,130.0,85.0,600.0,100.0,23.9791576165636,4.0,Slow,3.0,1.5,85.6,38.0
489.0,Phione,Water,,['Hydration'],80.0,80.0,80.0,80.0,80.0,80.0,480.0,80.0,0.0,4.0,Slow,30.0,0.4,602.898854907593,19.4
490.0,Manaphy,Water,,['Hydration'],100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,0.0,4.0,Slow,3.0,0.3,1.4,15.6
491.0,Darkrai,Dark,,['Bad Dreams'],70.0,90.0,90.0,135.0,90.0,125.0,600.0,100.0,22.5462487641145,4.0,Slow,3.0,1.5,50.5,22.4
492.0,Shaymin,Grass,,['Natural Cure'],100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,0.0,4.0,Medium Slow,45.0,0.2,2.1,52.5
492.0,Shaymin-Sky,Grass,Flying,['Serene Grace'],100.0,103.0,75.0,120.0,75.0,127.0,600.0,100.0,19.94993734326,4.0,Medium Slow,45.0,0.4,5.2,32.5
493.0,Arceus,Normal,,['Multitype'],120.0,120.0,120.0,120.0,120.0,120.0,720.0,120.0,0.0,4.0,Slow,3.0,3.2,320.0,31.3
494.0,Victini,Psychic,Fire,['Victory Star'],100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,0.0,5.0,Slow,3.0,0.4,4.0,25.0
495.0,Snivy,Grass,,"['Contrary', 'Overgrow']",45.0,45.0,55.0,45.0,55.0,63.0,308.0,51.3333333333333,6.87184270936277,5.0,Medium Slow,45.0,0.6,8.1,22.5
496.0,Servine,Grass,,"['Contrary', 'Overgrow']",60.0,60.0,75.0,60.0,75.0,83.0,413.0,68.8333333333333,9.22707369044427,5.0,Medium Slow,45.0,0.8,16.0,25.0
497.0,Serperior,Grass,,"['Contrary', 'Overgrow']",75.0,75.0,95.0,75.0,95.0,113.0,528.0,88.0,14.3178210632764,5.0,Medium Slow,45.0,3.3,63.0,5.8
498.0,Tepig,Fire,,"['Blaze', 'Thick Fat']",65.0,63.0,45.0,45.0,45.0,45.0,308.0,51.3333333333333,8.97527467855751,5.0,Medium Slow,45.0,0.5,9.9,39.6
499.0,Pignite,Fire,Fighting,"['Blaze', 'Thick Fat']",90.0,93.0,55.0,70.0,55.0,55.0,418.0,69.6666666666667,16.3469331136523,5.0,Medium Slow,45.0,1.0,55.5,55.5
500.0,Emboar,Fire,Fighting,"['Blaze', 'Reckless']",110.0,123.0,65.0,100.0,65.0,65.0,528.0,88.0,23.9443799947573,5.0,,45.0,1.6,150.0,58.6
501.0,Oshawott,Water,,"['Shell Armor', 'Torrent']",55.0,55.0,45.0,63.0,45.0,45.0,308.0,51.3333333333333,6.87184270936277,5.0,Medium Slow,45.0,0.5,5.9,23.6
502.0,Dewott,Water,,"['Shell Armor', 'Torrent']",75.0,75.0,60.0,83.0,60.0,60.0,413.0,68.8333333333333,9.22707369044427,5.0,Medium Slow,45.0,0.8,24.5,38.3
503.0,Samurott,Water,,"['Shell Armor', 'Torrent']",95.0,100.0,85.0,108.0,70.0,70.0,528.0,88.0,14.4337567297406,5.0,Medium Slow,45.0,1.5,94.6,42.0
504.0,Patrat,Normal,,"['Analytic', 'Keen Eye', 'Run Away']",45.0,55.0,39.0,35.0,39.0,42.0,255.0,42.5,6.37050495120546,5.0,Medium Fast,255.0,0.5,11.6,46.4
505.0,Watchog,Normal,,"['Analytic', 'Illuminate', 'Keen Eye']",60.0,85.0,69.0,60.0,69.0,77.0,420.0,70.0,8.90692614392492,5.0,Medium Fast,255.0,1.1,27.0,22.3
506.0,Lillipup,Normal,,"['Pickup', 'Run Away', 'Vital Spirit']",45.0,60.0,45.0,25.0,45.0,55.0,275.0,45.8333333333333,10.9607886983049,5.0,Medium Slow,255.0,0.4,4.1,25.6
507.0,Herdier,Normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",65.0,80.0,65.0,35.0,65.0,60.0,370.0,61.6666666666667,13.4370962471642,5.0,Medium Slow,120.0,0.9,14.7,18.1
508.0,Stoutland,Normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",85.0,110.0,90.0,45.0,90.0,80.0,500.0,83.3333333333333,19.5078331845327,5.0,Medium Slow,45.0,1.2,,42.4
509.0,Purrloin,Dark,,"['Limber', 'Prankster', 'Unburden']",41.0,50.0,37.0,50.0,37.0,66.0,281.0,46.8333333333333,10.1228564260401,5.0,Medium Fast,255.0,0.4,10.1,63.1
510.0,Liepard,Dark,,"['Limber', 'Prankster', 'Unburden']",64.0,88.0,50.0,88.0,50.0,106.0,446.0,74.3333333333333,21.0844861344913,5.0,Medium Fast,90.0,1.1,37.5,31.0
511.0,Pansage,Grass,,"['Gluttony', 'Overgrow']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,52.6666666666667,5.46707315561891,5.0,Medium Fast,190.0,0.6,10.5,29.2
512.0,Simisage,Grass,,"['Gluttony', 'Overgrow']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,83.0,16.5227116418583,5.0,Medium Fast,75.0,1.1,30.5,25.2
513.0,Pansear,Fire,,"['Blaze', 'Gluttony']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,52.6666666666667,5.46707315561891,5.0,Medium Fast,190.0,0.6,11.0,30.6
514.0,Simisear,Fire,,"['Blaze', 'Gluttony']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,83.0,16.5227116418583,5.0,Medium Fast,75.0,1.0,28.0,28.0
515.0,Panpour,Water,,"['Gluttony', 'Torrent']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,52.6666666666667,5.46707315561891,5.0,Medium Fast,190.0,0.6,13.5,37.5
516.0,Simipour,Water,,"['Gluttony', 'Torrent']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,83.0,16.5227116418583,5.0,Medium Fast,75.0,1.0,29.0,29.0
517.0,Munna,Psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",76.0,25.0,-45.0,67.0,55.0,24.0,292.0,48.6666666666667,19.6015872373189,5.0,Fast,190.0,0.6,23.3,64.7
518.0,Musharna,Psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",116.0,55.0,85.0,107.0,95.0,29.0,487.0,81.1666666666667,30.2567715102293,5.0,Fast,75.0,1.1,60.5,50.0
519.0,Pidove,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",50.0,55.0,50.0,36.0,30.0,43.0,264.0,44.0,8.69865890046659,5.0,Medium Slow,255.0,0.3,2.1,23.3
520.0,Tranquill,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",62.0,77.0,62.0,50.0,42.0,65.0,358.0,59.6666666666667,11.1455023315337,5.0,Medium Slow,120.0,0.6,15.0,41.7
521.0,Unfezant,Normal,Flying,"['Big Pecks', 'Rivalry', 'Super Luck']",80.0,115.0,80.0,-316.9920888794793,55.0,93.0,488.0,81.3333333333333,19.2930615046504,5.0,Medium Slow,45.0,1.2,29.0,20.1
522.0,Blitzle,Electric,,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",45.0,60.0,32.0,50.0,32.0,76.0,295.0,49.1666666666667,15.5179107986725,5.0,Medium Fast,190.0,0.8,29.8,46.6
523.0,Zebstrika,Electric,,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75.0,100.0,63.0,80.0,63.0,116.0,497.0,82.8333333333333,19.3685024947436,5.0,Medium Fast,75.0,1.6,79.5,31.1
524.0,Roggenrola,Rock,,"['Sand Force', 'Sturdy', 'Weak Armor']",55.0,75.0,85.0,25.0,25.0,15.0,280.0,46.6666666666667,26.718699236469,5.0,Medium Slow,255.0,0.4,18.0,112.5
525.0,Boldore,Rock,,"['Sand Force', 'Sturdy', 'Weak Armor']",70.0,105.0,105.0,50.0,40.0,20.0,390.0,65.0,31.8852107828483,5.0,Medium Slow,120.0,0.9,102.0,125.9
526.0,Gigalith,Rock,,"['Sand Force', 'Sand Stream', 'Sturdy']",85.0,135.0,130.0,60.0,80.0,25.0,515.0,85.8333333333333,38.2335658231815,5.0,Medium Slow,45.0,1.7,260.0,90.0
527.0,Woobat,Psychic,Flying,"['Klutz', 'Simple', 'Unaware']",65.0,45.0,43.0,55.0,43.0,72.0,323.0,53.8333333333333,11.3198449145246,5.0,Medium Fast,190.0,0.4,2.1,13.1
528.0,Swoobat,Psychic,Flying,"['Klutz', 'Simple', 'Unaware']",67.0,57.0,55.0,77.0,55.0,114.0,425.0,70.8333333333333,20.8519916448179,5.0,Medium Fast,45.0,0.9,10.5,13.0
529.0,Drilbur,Ground,,"['Mold Breaker', 'Sand Force', 'Sand Rush']",60.0,85.0,40.0,30.0,45.0,68.0,328.0,54.6666666666667,18.4541473808885,5.0,Medium Fast,-664.6764477160848,0.3,8.5,94.4
530.0,Excadrill,Ground,Steel,"['Mold Breaker', 'Sand Force', 'Sand Rush']",110.0,135.0,60.0,50.0,65.0,88.0,508.0,84.6666666666667,29.953667926019,5.0,Medium Fast,60.0,0.7,40.4,82.4
-3718.685423403235,Audino,Normal,,"['Healer', 'Klutz', 'Regenerator']",103.0,60.0,86.0,60.0,86.0,50.0,445.0,74.1666666666667,18.69417615789,5.0,Fast,255.0,1.1,31.0,25.6
531.0,Mega Audino,Normal,Fairy,['Healer'],103.0,60.0,126.0,80.0,126.0,50.0,545.0,90.8333333333333,29.8798520002284,6.0,Fast,255.0,1.5,32.0,14.2
532.0,Timburr,Fighting,,"['Guts', 'Iron Fist', 'Sheer Force']",75.0,80.0,55.0,25.0,35.0,35.0,305.0,50.8333333333333,20.8998936733074,5.0,Medium Slow,180.0,0.6,12.5,34.7
533.0,Gurdurr,Fighting,,"['Guts', 'Iron Fist', 'Sheer Force']",85.0,105.0,85.0,40.0,50.0,40.0,405.0,67.5,25.2899848424892,5.0,Medium Slow,90.0,1.2,40.0,27.8
534.0,Conkeldurr,Fighting,,"['Guts', 'Iron Fist', 'Sheer Force']",-105.0,140.0,95.0,55.0,65.0,45.0,505.0,84.1666666666667,32.7129773773175,5.0,Medium Slow,45.0,1.4,87.0,44.4
535.0,Tympole,Water,,"['Hydration', 'Swift Swim', 'Water Absorb']",50.0,50.0,40.0,50.0,40.0,64.0,294.0,49.0,8.06225774829855,5.0,Medium Slow,255.0,0.5,4.5,18.0
536.0,Palpitoad,Water,Ground,"['Hydration', 'Swift Swim', 'Water Absorb']",75.0,65.0,55.0,65.0,55.0,69.0,384.0,64.0,7.18795288428261,5.0,Medium Slow,120.0,0.8,17.0,26.6
537.0,Seismitoad,Water,Ground,"['Poison Touch', 'Swift Swim', 'Water Absorb']",105.0,95.0,75.0,85.0,75.0,74.0,509.0,84.8333333333333,11.6963907063485,5.0,Medium Slow,45.0,1.5,62.0,27.6
538.0,Throh,Fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",120.0,100.0,85.0,30.0,85.0,45.0,465.0,77.5,30.9232921921325,5.0,Medium Fast,45.0,1.3,55.5,32.8
539.0,Sawk,Fighting,,"['Inner Focus', 'Mold Breaker', 'Sturdy']",75.0,125.0,75.0,30.0,75.0,85.0,465.0,77.5,27.6511000383951,5.0,Medium Fast,45.0,1.4,51.0,26.0
540.0,Sewaddle,Bug,Grass,"['Chlorophyll', 'Overcoat', 'Swarm']",45.0,53.0,70.0,40.0,60.0,42.0,310.0,51.6666666666667,10.6562449087639,5.0,Medium Slow,255.0,0.3,2.5,27.8
541.0,Swadloon,Bug,Grass,"['Chlorophyll', 'Leaf Guard', 'Overcoat']",55.0,63.0,90.0,50.0,80.0,42.0,380.0,63.3333333333333,16.7895470126174,5.0,Medium Slow,120.0,0.5,7.3,29.2
542.0,Leavanny,Bug,Grass,"['Chlorophyll', 'Overcoat', 'Swarm']",75.0,103.0,80.0,70.0,80.0,92.0,500.0,83.3333333333333,11.0403301077861,5.0,Medium Slow,45.0,1.2,20.5,14.2
543.0,Venipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",30.0,45.0,59.0,30.0,39.0,57.0,260.0,43.3333333333333,11.6141675934562,5.0,Medium Slow,255.0,0.4,5.3,33.1
544.0,Whirlipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",40.0,55.0,99.0,40.0,79.0,47.0,360.0,60.0,21.8936824982307,5.0,Medium Slow,120.0,1.2,58.5,40.6
545.0,Scolipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",60.0,100.0,89.0,55.0,69.0,112.0,485.0,80.8333333333333,21.0033066179802,5.0,Medium Slow,45.0,2.5,200.5,32.1
546.0,Cottonee,Grass,Fairy,"['Chlorophyll', 'Infiltrator', 'Prankster']",40.0,27.0,60.0,37.0,50.0,66.0,280.0,46.6666666666667,13.4618803375391,5.0,Medium Fast,190.0,0.3,0.6,6.7
547.0,Whimsicott,Grass,Fairy,"['Chlorophyll', 'Infiltrator', 'Prankster']",60.0,67.0,85.0,77.0,75.0,116.0,480.0,-216.2312504229289,17.9071680247511,5.0,Medium Fast,75.0,0.7,6.6,13.5
548.0,Petilil,Grass,,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",45.0,35.0,50.0,70.0,50.0,30.0,-280.0,46.6666666666667,12.801909579781,5.0,Medium Fast,190.0,0.5,6.6,26.4
549.0,Lilligant,Grass,,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",70.0,60.0,75.0,110.0,75.0,90.0,480.0,80.0,16.0727512683216,5.0,Medium Fast,75.0,1.1,16.3,13.5
550.0,Basculin,Water,,"['Adaptability', 'Mold Breaker', 'Reckless']",70.0,92.0,65.0,80.0,55.0,98.0,460.0,76.6666666666667,15.0074055793206,5.0,Medium Fast,25.0,1.0,18.0,18.0
551.0,Sandile,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",50.0,72.0,35.0,35.0,35.0,65.0,292.0,48.6666666666667,15.129074290547,5.0,Medium Slow,180.0,0.7,15.2,31.0
552.0,Krokorok,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",60.0,82.0,45.0,45.0,45.0,74.0,351.0,58.5,14.9527032115713,5.0,Medium Slow,90.0,1.0,33.4,33.4
553.0,Krookodile,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",95.0,117.0,80.0,65.0,70.0,92.0,519.0,86.5,17.3661548229115,5.0,Medium Slow,45.0,1.5,96.3,42.8
554.0,Darumaka,Fire,,"['Hustle', 'Inner Focus']",70.0,90.0,45.0,15.0,45.0,50.0,315.0,52.5,23.2289331079439,5.0,Medium Slow,120.0,0.6,37.5,104.2
554.0,Galarian Darumaka,Ice,,"['Hustle', 'Inner Focus']",70.0,90.0,45.0,15.0,45.0,50.0,315.0,52.5,23.2289331079439,8.0,Medium Slow,120.0,0.7,40.0,81.6
555.0,Darmanitan,Fire,,"['Sheer Force', 'Zen Mode']",105.0,140.0,55.0,30.0,55.0,95.0,480.0,80.0,36.9684550213647,5.0,Medium Slow,60.0,1.3,92.9,55.0
555.0,Darmanitan Zen-Mode,Fire,Psychic,['Zen Mode'],105.0,30.0,105.0,140.0,105.0,55.0,540.0,90.0,36.5148371670111,5.0,Medium Slow,60.0,1.3,92.9,55.0
555.0,Galarian Darmanitan,Ice,,"['Gorilla Tactics', 'Zen Mode']",105.0,140.0,55.0,30.0,55.0,95.0,480.0,80.0,36.9684550213647,8.0,Medium Slow,60.0,1.7,120.0,41.5
555.0,Galarian Darmanitan Zen-Mode,Ice,Fire,"['Gorilla Tactics', 'Zen Mode']",105.0,160.0,55.0,30.0,55.0,-135.0,540.0,90.0,46.9041575982343,8.0,Medium Slow,60.0,1.7,120.0,41.5
556.0,Maractus,Grass,,"['Chlorophyll', 'Storm Drain', 'Water Absorb']",75.0,86.0,67.0,106.0,67.0,60.0,461.0,76.8333333333333,15.3559615640166,5.0,Medium Fast,255.0,1.0,28.0,28.0
557.0,Dwebble,Bug,Rock,"['Shell Armor', 'Sturdy', 'Weak Armor']",50.0,65.0,85.0,35.0,35.0,55.0,325.0,54.1666666666667,17.4204541336391,5.0,Medium Fast,190.0,0.3,580.6739083253358,161.1
558.0,Crustle,Bug,Rock,"['Shell Armor', 'Sturdy', 'Weak Armor']",70.0,105.0,125.0,65.0,75.0,45.0,485.0,80.8333333333333,26.5230507713992,5.0,Medium Fast,75.0,1.4,200.0,102.0
559.0,Scraggy,Dark,Fighting,"['Intimidate', 'Moxie', 'Shed Skin']",50.0,75.0,70.0,35.0,70.0,48.0,348.0,58.0,14.5487685618635,5.0,Medium Fast,180.0,0.6,11.8,32.8
